annId,animeType,animeJPName,songType,songArtist,songName,animeVintage,annSongId,anilistId,audio,HQ,MQ,songLength
9179,OVA,.hack//G.U. Returner,Ending 1,ALI PROJECT,GOD DIVA,Winter 2007,9409,2928,pikt5d.mp3,,b98fyu.webm,126.576
6248,TV,.hack//Roots,Opening 1,FictionJunction YUUKA,Silly-Go-Round,Spring 2006,7572,873,affmb6.mp3,94v1nn.webm,q5wjnf.webm,89.013
6248,TV,.hack//Roots,Ending 1,ALI PROJECT,Boukoku Kakusei Catharsis,Spring 2006,7573,873,hz67li.mp3,h4wdfo.webm,carh4m.webm,89.088
605,TV,.hack//Sign,Ending 1,See-Saw,Yasashii Yoake,Spring 2002,1722,48,hy6npj.mp3,,rgfgad.webm,88.536
605,TV,.hack//Sign,Opening 1,See-Saw,Obsession,Spring 2002,1721,48,o8o21v.mp3,,nc38ej.webm,93.048
1963,TV,.hack//Tasogare no Udewa Densetsu,Opening 1,ROUND TABLE featuring Nino,NEW WORLD,Winter 2003,4399,298,uozgos.mp3,c7r46i.webm,lwg9i8.webm,88.608
25783,TV,"""Oshi no Ko""",Opening 1,YOASOBI,Idol,Spring 2023,39865,150672,02ex66.mp3,2zfjcg.webm,,90.02
25783,TV,"""Oshi no Ko""",Ending 1,Ziyoou-vachi,Mephisto,Spring 2023,39866,150672,q29h3u.mp3,owunu2.webm,,117.528
28810,TV,"""Oshi no Ko""",Opening 1,GEMN,Fatal,Summer 2024,43188,166531,lomjmw.mp3,38kogs.webm,,87.677
28810,TV,"""Oshi no Ko""",Ending 1,Hitsujibungaku,Burning,Summer 2024,43291,166531,vbczu9.mp3,ipy1d4.webm,,103.957
917,TV,∀ Gundam,Opening 1,Hideki Saijo,Turn A Turn,Spring 1999,2510,95,aqf4n8.mp3,p8mxyo.webm,,79.8
23492,TV,100-man no Inochi no Ue ni Ore wa Tatteiru,Ending 1,Liyuu,Carpe Diem,Fall 2020,30714,116242,1o1zh9.mp3,b0ma24.webm,,88.464
23492,TV,100-man no Inochi no Ue ni Ore wa Tatteiru,Opening 2,Kanako Takatsuki & Ai Furihata,Dear My MAJIHA Sisters,Fall 2020,31852,116242,p3900a.mp3,f3j84i.webm,,87.819
23492,TV,100-man no Inochi no Ue ni Ore wa Tatteiru,Opening 1,Kanako Takatsuki,Anti world,Fall 2020,30224,116242,wfcak5.mp3,tnd9ve.webm,,88.632
23853,TV,100-man no Inochi no Ue ni Ore wa Tatteiru,Ending 1,Kanako Takatsuki,Subversive,Summer 2021,34301,127366,4nh3c4.mp3,9j3ct7.webm,,87.864
23853,TV,100-man no Inochi no Ue ni Ore wa Tatteiru,Ending 2,Kanako Takatsuki,Anti world,Summer 2021,34968,127366,n3irzr.mp3,i43r0w.webm,,88.464
23853,TV,100-man no Inochi no Ue ni Ore wa Tatteiru,Opening 1,Kaede Higuchi,Baddest,Summer 2021,34300,127366,bgs33q.mp3,vc3f6c.webm,,87.048
10935,TV,11eyes,Ending 1,Asriel,Sequentia,Fall 2009,10382,6682,chycwx.mp3,eebxvn.webm,nzm7vz.webm,86.28
10935,TV,11eyes,Opening 1,Ayane,Arrival of Tears,Fall 2009,10381,6682,cn69f1.mp3,t5tlxs.webm,,87.672
11226,OVA,11eyes,Ending 1,Asriel,Sequentia,Spring 2010,10617,7739,chycwx.mp3,eebxvn.webm,nzm7vz.webm,86.35
11226,OVA,11eyes,Opening 1,Ayane,Arrival of Tears,Spring 2010,10616,7739,wlwzb6.mp3,t5tlxs.webm,,86.88
16113,OVA,12-sai.,Ending 1,Utata Neko Kageki-dan,Koi no 12-sai,Spring 2014,14292,,dcrqov.mp3,my7eis.webm,,100.44
18702,TV,12-sai.: Chicchana Mune no Tokimeki,Ending 1,Machico,Yuuki no Tsubasa,Fall 2016,16223,21839,4y866c.mp3,1lt3e6.webm,,89.304
18702,TV,12-sai.: Chicchana Mune no Tokimeki,Opening 1,AOP,"Ano ne, Kimi dake ni",Fall 2016,16222,21839,0lh6dy.mp3,ozmt9x.webm,,89.016
18049,TV,12-sai.: Chicchana Mune no Tokimeki,Opening 1,Rie Murakawa,Sweet Sensation,Spring 2016,15774,21609,stvet2.mp3,65s44l.webm,,89.04
18049,TV,12-sai.: Chicchana Mune no Tokimeki,Ending 1,AOP,Cotona MODE,Spring 2016,15775,21609,c48s0j.mp3,haj4vl.webm,,88.764
26787,TV,16bit Sensation: Another Layer,Ending 1,Aoi Koga,Link ~past and future~,Fall 2023,41208,159559,hqe2v5.mp3,3z9w1d.webm,,89.256
26787,TV,16bit Sensation: Another Layer,Opening 1,Shoko Nakagawa,65535,Fall 2023,40792,159559,8u40t1.mp3,kixwaf.webm,,87.912
19410,TV,18if,Ending 11,TeddyLoid,Salvation,Summer 2017,18394,98512,76bryf.mp3,6wr80q.webm,,94.981
19410,TV,18if,Ending 7,Inori Minase,too late,Summer 2017,16622,98512,zk0kqo.mp3,axza4q.webm,,100.336
19410,TV,18if,Ending 2,TeddyLoid feat. AiNA THE END (BiSH),Break The Doors,Summer 2017,16617,98512,ldknog.mp3,byzjg1.webm,,89.854
19410,TV,18if,Opening 1,TeddyLoid feat. Yoshikazu Mera,Red Doors,Summer 2017,16615,98512,du46aj.mp3,teqdfc.webm,,89.976
23487,TV,2.43: Seiin Koukou Danshi Volley-bu,Opening 1,yama,Mahi,Winter 2021,31614,113231,e2kgt9.mp3,24bjow.webm,,89.28
23487,TV,2.43: Seiin Koukou Danshi Volley-bu,Ending 1,Soushi Sakiyama,Undulation,Winter 2021,32143,113231,yr0215.mp3,jvm91x.webm,,89.328
26712,TV,2.5-jigen no Ririsa,Opening 2,Soraru,Tsugihagi no Tsubasa,Summer 2024,43866,158559,jkowdd.mp3,9n7bjv.webm,,89.975
26712,TV,2.5-jigen no Ririsa,Ending 1,Kaori Maeda・Akari Kitou,Watch Me,Summer 2024,43108,158559,ahxmcb.mp3,dubb6i.webm,,87.719
26712,TV,2.5-jigen no Ririsa,Opening 1,Meychan,Shutter Chance,Summer 2024,43107,158559,vjt0wa.mp3,ejjarg.webm,,87.385
26712,TV,2.5-jigen no Ririsa,Ending 2,Kaori Maeda・Akari Kitou・Sayumi Suzushiro・Sayumi Watabe,Release Sigh,Summer 2024,43867,158559,0bz6lb.mp3,k1fxg2.webm,,89.475
22353,TV,22/7,Ending 1,22/7,Sora no Emerald,Winter 2020,27549,99807,fof6r6.mp3,1lx500.webm,byyr57.webm,88.344
22353,TV,22/7,Ending 2,Nagomi Saijou,One of them,Winter 2020,27887,99807,29jscx.mp3,jgiszs.webm,zq8q3g.webm,86.496
22353,TV,22/7,Opening 1,22/7,Muzui,Winter 2020,27548,99807,skoxpu.mp3,quo6eu.webm,tg1d3u.webm,90.96
22353,TV,22/7,Ending 3,Sally Amaki,Ikirukoto ni Raku ni Naritai,Winter 2020,27992,99807,6hvgwe.mp3,wmvw9v.webm,g637vv.webm,89.088
18166,TV,3-gatsu no Lion,Ending 1,BUMP OF CHICKEN,Fighter,Fall 2016,15923,21366,cc4hhx.mp3,f1ye43.webm,znsp1w.webm,89.513
18166,TV,3-gatsu no Lion,Ending 3,Kenshi Yonezu,orion,Fall 2016,15924,21366,es8hj7.mp3,o6yb4b.webm,2oo7yo.webm,89.568
18166,TV,3-gatsu no Lion,Ending 2,"Kana Hanazawa, Ai Kayano, Misaki Kuno",Nyaa Shougi Ondo,Fall 2016,19813,21366,tnpkdc.mp3,odsinq.webm,,90.024
18166,TV,3-gatsu no Lion,Opening 2,YUKI,Sayonara Bystander,Fall 2016,15922,21366,njv4yy.mp3,v8ae9w.webm,di13hj.webm,89.544
18166,TV,3-gatsu no Lion,Opening 1,BUMP OF CHICKEN,Answer,Fall 2016,15921,21366,61kwir.mp3,wcxc8n.webm,rvdnp5.webm,89.544
19356,TV,3-gatsu no Lion,Ending 2,RUANN,I AM STANDING,Fall 2017,17574,98478,2zun5o.mp3,hh5ebu.webm,f4ubyc.webm,89.544
19356,TV,3-gatsu no Lion,Ending 1,Brian the Sun,Cafune,Fall 2017,16570,98478,6jjb2s.mp3,qpjp9o.webm,qzz5pw.webm,89.544
19356,TV,3-gatsu no Lion,Opening 2,UNISON SQUARE GARDEN,Haru ga Kite Bokura,Fall 2017,17573,98478,ny2p7h.mp3,uljxqo.webm,wqp8u7.webm,89.544
19356,TV,3-gatsu no Lion,Opening 1,YUKI,Flag o Tatero,Fall 2017,16569,98478,nc3seg.mp3,zm1bub.webm,ham6qs.webm,89.544
29049,TV,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Opening 1,Koe Ni Naranaiyo,Hajimete wa Zenbu Kimi ga Ii,Winter 2024,42163,167087,rqtynv.mp3,06idf7.webm,,87.517
29049,TV,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Ending 2,Ryouta Suzuki,Magical Love (Kurosawa Solo Piano Ver),Winter 2024,42337,167087,carx2x.mp3,gobi10.webm,,89.102
29049,TV,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Ending 3,Chiaki Kobayashi,Magical Love (Adachi Solo Guitar Ver),Winter 2024,42409,167087,mjmga1.mp3,n7e4t5.webm,,89.478
29049,TV,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Ending 1,Chiaki Kobayashi & Ryouta Suzuki,Magical Love,Winter 2024,42164,167087,ixf1d0.mp3,wrsfyk.webm,,89.592
20317,TV,3D Kanojo Real Girl,Ending 1,BiSH,HiDE the BLUE,Spring 2018,19795,100526,erfzoe.mp3,1lsxm8.webm,,86.352
20317,TV,3D Kanojo Real Girl,Opening 1,Quruli,Daiji na Koto,Spring 2018,18934,100526,jgbw0g.mp3,p4x19a.webm,,89.424
21480,TV,3D Kanojo Real Girl,Opening 1,BiSH,Futari Nara,Winter 2019,22934,102882,1zzwj5.mp3,2t0bry.webm,,88.344
21480,TV,3D Kanojo Real Girl,Ending 1,Fujifabric,Hagan,Winter 2019,22750,102882,p9d3i4.mp3,ulu0q5.webm,,88.824
21480,TV,3D Kanojo Real Girl,Ending 2,Quruli,Daiji na Koto,Winter 2019,23930,102882,g8p7gk.mp3,zu3yc9.webm,,88.944
25835,TV,5-Oku-nen Button: Sugahara Souta no Short Short,Opening 1,KOKO,TIME,Summer 2022,37151,150909,8xojks.mp3,2kgvba.webm,,90.432
25835,TV,5-Oku-nen Button: Sugahara Souta no Short Short,Ending 1,RIM,Tick-Tock Boy,Summer 2022,37152,150909,1y6hsw.mp3,i2ih0m.webm,,91.992
21601,ONA,7SEEDS,Opening 1,Amatsuki,Ark,Spring 2019,23963,105807,0ijdr7.mp3,eco7y9.webm,,87.528
21601,ONA,7SEEDS,Ending 1,majiko,WISH,Spring 2019,23586,105807,3u0gy7.mp3,jpvo7c.webm,,88.344
22953,ONA,7SEEDS,Opening 1,Mone Kamishiraishi,From The Seeds,Spring 2020,28759,112686,m8v1cs.mp3,2ch1ua.webm,,84.84
22953,ONA,7SEEDS,Ending 1,Cidergirl,Synchro,Spring 2020,27451,112686,3pi06c.mp3,b3999a.webm,,87.864
22953,ONA,7SEEDS,Ending 2,Lovin' You,Ikite Yuku,Spring 2020,28760,112686,qgx5qd.mp3,dk8kev.webm,,143.424
24481,TV,86 Eighty-Six,Opening 1,amazarashi,Kyoukaisen,Fall 2021,35050,116589,45z8rk.mp3,c43ltw.webm,,89.04
24481,TV,86 Eighty-Six,Ending 1,Regal Lily,Alchemilla,Fall 2021,35134,116589,i71zw5.mp3,iwon70.webm,,89.04
24481,TV,86 Eighty-Six,Ending 2,SawanoHiroyuki[nZk]:mizuki,Avid,Fall 2021,36352,116589,ov5yoj.mp3,nvayyc.webm,,87.643
24481,TV,86 Eighty-Six,Ending 3,SawanoHiroyuki[nZk]:Honoka Takahashi,LilaS,Fall 2021,36226,116589,ptjhp1.mp3,yfqs2c.webm,,243.768
24481,TV,86 Eighty-Six,Ending 4,Hiroyuki Sawano feat. Laco,THE ANSWER,Fall 2021,36424,116589,rfpth6.mp3,i1aj11.webm,,99.576
23089,TV,86 Eighty-Six,Ending 1,SawanoHiroyuki[nZk]:mizuki,Avid,Spring 2021,33480,131586,uu13y0.mp3,4s6bt7.webm,,87.12
23089,TV,86 Eighty-Six,Ending 2,SawanoHiroyuki[nZk]:Laco,Hands Up to the Sky,Spring 2021,33652,131586,fnrvx4.mp3,i8er00.webm,,85.776
23089,TV,86 Eighty-Six,Opening 1,hitorie,3-pun 29-byou,Spring 2021,33386,131586,usggml.mp3,scl8va.webm,,89.376
23089,TV,86 Eighty-Six,Ending 3,Gemie,Voices of the Chord,Spring 2021,34279,131586,6ma3h7.mp3,u39ain.webm,,177.792
18169,TV,91 Days,Opening 1,TK from Ling Tosite Sigure,Signal,Summer 2016,15929,21711,cxj0xx.mp3,5do44c.webm,m7d6r6.webm,89.424
18169,TV,91 Days,Ending 1,ELISA,Rain or Shine,Summer 2016,15930,21711,6ztyt8.mp3,6qr568.webm,trkch1.webm,86.328
12112,TV,A-Channel,Opening 1,Marina Kawano,Morning Arch,Spring 2011,11170,9776,d6n4b9.mp3,q74oiv.webm,mv2bsd.webm,87.456
19411,OVA,A-Channel +smile,Opening 1,Marina Kawano,Balloon Theater,Summer 2017,18890,98897,4drpxe.mp3,6f9zrp.webm,73qfmc.webm,87.288
33469,TV,"A-Rank Party o Ridatsu Shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu o Mezasu.",Ending 1,Yuki Tanaka,Treasure Chest,Winter 2025,44486,180812,,agsvoz.webm,,
33469,TV,"A-Rank Party o Ridatsu Shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu o Mezasu.",Opening 1,L.E.I.,Enter,Winter 2025,44450,180812,,ofolko.webm,,
19989,ONA,A.I.C.O.: Incarnation,Opening 1,TRUE,A.I.C.O.,Winter 2018,18678,99725,fgx79d.mp3,4eiai5.webm,,89.28
19989,ONA,A.I.C.O.: Incarnation,Ending 1,Haruka Shiraishi,Michi no Kanata,Winter 2018,18679,99725,4oim0i.mp3,cnd1nq.webm,,88.226
3639,TV,Aa Megami-sama,Opening 1,Yoko Ishida,OPEN YOUR MIND ~Chiisana Hane Hirogete~,Winter 2005,6006,1003,3v8hux.mp3,6uvxwd.webm,,88.104
3639,TV,Aa Megami-sama,Ending 1,Yoko Ishida,Negai,Winter 2005,6008,1003,aj3emd.mp3,copm0y.webm,,88.008
11951,OVA,Aa Megami-sama,Opening 1,fripSide,everlasting,Winter 2011,11105,9611,r9cksv.mp3,meykxx.webm,,105.024
6426,TV,Aa Megami-sama: Sorezore no Tsubasa,Opening 1,Yoko Ishida,Shiawase no Iro,Spring 2006,7721,2198,zk3m7q.mp3,2rnqcn.webm,,87.576
820,TV,Abenobashi Mahou☆Shoutengai,Opening 1,Megumi Hayashibara,Treat or Gobline,Spring 2002,2168,306,vr9njx.mp3,d8opmk.webm,,87.552
820,TV,Abenobashi Mahou☆Shoutengai,Ending 1,Megumi Hayashibara,Anata no Kokoro ni,Spring 2002,2169,306,w6j7hz.mp3,i04dc7.webm,,89.712
16330,TV,Absolute Duo,Opening 1,Konomi Suzuki,Absolute Soul,Winter 2015,14672,20785,bzmloi.mp3,51o1kl.webm,hk87oy.webm,90.12
16330,TV,Absolute Duo,Ending 2,Nozomi Yamamoto×Haruka Yamazaki,Apple Tea no Aji,Winter 2015,14674,20785,u0iaoz.mp3,diqxu5.webm,8mtu4s.webm,90.096
16330,TV,Absolute Duo,Ending 1,Nozomi Yamamoto,Believe×Believe,Winter 2015,14673,20785,45jz37.mp3,e62x1b.webm,tg6cwu.webm,90.12
16330,TV,Absolute Duo,Ending 3,Ayaka Imamura×Ayaka Suwa,2/2,Winter 2015,14675,20785,j4vde0.mp3,ge3bcx.webm,unqt22.webm,90.12
18461,TV,ACCA 13-ku Kansatsu-ka,Ending 1,Aira Yuuki,Pale Moon ga Yureteru,Winter 2017,16065,21823,ibc3wy.mp3,4ufkea.webm,z792za.webm,89.04
18461,TV,ACCA 13-ku Kansatsu-ka,Ending 2,ONE III NOTES,Our Place,Winter 2017,16066,21823,uk4g08.mp3,f1y1ly.webm,xq49hp.webm,106.68
18461,TV,ACCA 13-ku Kansatsu-ka,Opening 1,ONE III NOTES,Shadow and Truth,Winter 2017,16064,21823,fyc0e2.mp3,gdbuzd.webm,b72afu.webm,89.544
13857,TV,Accel World,Ending 2,Sachika Misawa,Unite,Spring 2012,12147,11759,k0k7sk.mp3,2q4agr.webm,yfjkv1.webm,79.536
13857,TV,Accel World,Opening 1,May'n,Chase the world,Spring 2012,12144,11759,45cd9t.mp3,cg9t4q.webm,k8gkd2.webm,89.04
13857,TV,Accel World,Opening 2,ALTIMA,Burst the Gravity,Spring 2012,12145,11759,5540zl.mp3,dc8sg4.webm,64pt05.webm,90.144
13857,TV,Accel World,Ending 1,KOTOKO,→unfinished→,Spring 2012,12146,11759,naxr45.mp3,hdtp4y.webm,wrfs24.webm,79.536
18063,Movie,Accel World: Infinite Burst,Ending 1,KOTOKO×ALTIMA,PLASMIC FIRE,Summer 2016,15785,21404,j9lbuh.mp3,auypnp.webm,,101.592
13844,TV,Acchi Kocchi,Opening 1,Acchi⇔Kocchi,Acchi de Kocchi de,Spring 2012,12137,16273,pk59qb.mp3,a9bg41.webm,,88.608
13844,TV,Acchi Kocchi,Ending 1,Rumi Ookubo,Te o Gyu Shite ne,Spring 2012,12138,16273,n93f70.mp3,ek61gy.webm,bp74c5.webm,88.464
26669,TV,Acro Trip,Opening 1,Inori Minase,Fragum,Fall 2024,43894,157965,g1wl5r.mp3,b7a1uf.webm,,89.021
26669,TV,Acro Trip,Ending 1,KanoeRana,Reversible Baby,Fall 2024,43895,157965,0vudlv.mp3,wlro2p.webm,,89.294
19478,TV,Action Heroine Cheer Fruits,Opening 1,Mai Fuchigami,Chou Tenkai Kami Daioh,Summer 2017,21562,98149,gd363n.mp3,au6myt.webm,,89.112
19478,TV,Action Heroine Cheer Fruits,Ending 1,"Tokimeki Kanshasai featuring Rie Murakawa, M・A・O, Miku Itou",Hi no Ataru Basho (Roko Main Version),Summer 2017,16637,98149,yeoo4h.mp3,yxktso.webm,,86.928
17703,TV,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Opening 1,AKINO with bless4,Golden Life,Winter 2016,15512,21417,35w3f8.mp3,3ciie8.webm,,88.163
22954,TV,Adachi to Shimamura,Ending 1,Akari Kitou,Kimi no Tonari de,Fall 2020,31249,109287,6ksakq.mp3,bqd6nq.webm,oosfi2.webm,89.712
22954,TV,Adachi to Shimamura,Opening 1,Adachi to Shimamura,Kimi ni Aeta Hi,Fall 2020,29502,109287,1vu70l.mp3,dnjl2d.webm,8g5knz.webm,87.624
22001,TV,Africa no Salaryman,Ending 1,Akio Otsuka,White-Collar Elegy,Fall 2019,25931,110867,wvz5fw.mp3,6jnv42.webm,,87.864
22001,TV,Africa no Salaryman,Opening 1,Hiro Shimono,Soul Flag,Fall 2019,25476,110867,dhblzk.mp3,a21ju0.webm,,87.432
8456,OVA,Afro-Ken,Opening 1,Two Ball Loo,Moko Moko Afro-Ken,Spring 2001,25103,2796,n900ns.mp3,,unpu4o.webm,94.536
21677,ONA,Aggressive Retsuko: We Wish You a Metal Christmas,Opening 1,Tim Timebomb and the Interrupters,Jingle Bells,Fall 2018,22930,106494,uu5x2c.mp3,xksa0l.webm,,44.016
20901,TV,Aguu: Tensai Ningyou,Opening 1,Denkishiki Karen Ongaku Shuudan,prima dynamis,Summer 2018,21069,101631,o9c8la.mp3,rcagww.webm,,89.952
20901,TV,Aguu: Tensai Ningyou,Ending 1,Noriko Shibasaki,Tsugihagi,Summer 2018,21070,101631,87i461.mp3,rx3ui4.webm,,88.872
24589,TV,Aharen-san wa Hakarenai,Ending 2,Inori Minase,AHAREN HEART,Spring 2022,36489,137281,iy2xxg.mp3,k12ooq.webm,,89.088
24589,TV,Aharen-san wa Hakarenai,Ending 1,HaKoniwalily,Kyori-kan,Spring 2022,35921,137281,acbymv.mp3,n0r56e.webm,,88.032
24589,TV,Aharen-san wa Hakarenai,Opening 1,TrySail,Hanarenai Kyori,Spring 2022,35920,137281,iqvkj9.mp3,tc3b79.webm,,88.128
22207,TV,Ahiru no Sora,Opening 4,ACIDMAN,Rebirth,Fall 2019,30143,101239,3ue8go.mp3,460yda.webm,,88.968
22207,TV,Ahiru no Sora,Opening 1,the pillows,Happy Go Ducky!,Fall 2019,26481,101239,htl1b2.mp3,4bvfva.webm,,89.208
22207,TV,Ahiru no Sora,Ending 4,Shougo Sakamoto,Taiyou Runner,Fall 2019,30144,101239,o5yc61.mp3,anaa7y.webm,,88.8
22207,TV,Ahiru no Sora,Opening 2,flumpool,Never Mind,Fall 2019,27614,101239,z0n6kd.mp3,bs8p5n.webm,,87.48
22207,TV,Ahiru no Sora,Opening 3,BLUE ENCOUNT,Humming Bird,Fall 2019,28843,101239,e534ci.mp3,hwjlax.webm,,88.968
22207,TV,Ahiru no Sora,Ending 1,saji,Tsubasa,Fall 2019,26482,101239,ld901m.mp3,p8v04a.webm,,86.16
22207,TV,Ahiru no Sora,Ending 2,Yuuma Uchida,Over,Fall 2019,27615,101239,jekcsw.mp3,tfu1s6.webm,,88.464
22207,TV,Ahiru no Sora,Ending 3,Mamoru Miyano,Hikari Sasu Hou e,Fall 2019,28844,101239,qem4e0.mp3,z5esh9.webm,,88.992
19022,TV,Aho-Girl,Ending 1,Sumire Uesaka,Odore! Kyuukyoku Tetsugaku,Summer 2017,16472,98251,tu45xl.mp3,4knk2i.webm,omisir.webm,56.999
19022,TV,Aho-Girl,Opening 1,angela,Zenryoku☆Summer!,Summer 2017,16471,98251,j1eezl.mp3,hkykok.webm,mw4gef.webm,59.544
26705,TV,AI no Idenshi,Ending 1,GReeeeN,Wasurenagusa,Summer 2023,40128,158530,t7xt0w.mp3,dwlmgj.webm,,88.992
26705,TV,AI no Idenshi,Opening 1,Aile The Shota,No Frontier,Summer 2023,40127,158530,030hcq.mp3,n1yxl8.webm,,89.136
20586,TV,Aikatsu Friends!,Opening 2,Aine・Mio from BEST FRIENDS!,Soko ni Shikanai Mono,Spring 2018,22144,101043,kcyix4.mp3,46cumr.webm,,89.592
20586,TV,Aikatsu Friends!,Ending 2,Karen・Mirai from BEST FRIENDS!,Pride,Spring 2018,22145,101043,2hic8a.mp3,5vabxc.webm,,87.336
20586,TV,Aikatsu Friends!,Ending 1,Karen・Mirai from BEST FRIENDS!,Believe it,Spring 2018,19809,101043,esdvfc.mp3,kajfdn.webm,,88.752
20586,TV,Aikatsu Friends!,Opening 1,Aine・Mio from BEST FRIENDS!,Arigato⇄Daijoubu,Spring 2018,19807,101043,3f8ihu.mp3,ug4hdv.webm,,89.136
22158,TV,Aikatsu Friends!: Kagayaki no Jewel,Opening 1,Aine・Mio・Maika・Ema from BEST FRIENDS!,Hitori ja Nai!,Spring 2019,24040,107447,p41jd1.mp3,4ez5u6.webm,,88.704
22158,TV,Aikatsu Friends!: Kagayaki no Jewel,Ending 2,Aine・Mio from BEST FRIENDS!,Aikatsu Friends!,Spring 2019,26448,107447,gshccj.mp3,8iio1t.webm,,194.568
22158,TV,Aikatsu Friends!: Kagayaki no Jewel,Ending 1,Hibiki from BEST FRIENDS!,Be star,Spring 2019,24041,107447,ef9746.mp3,divw3s.webm,,89.136
18088,TV,Aikatsu Stars!,Ending 4,Sena・Ruka from AIKATSU☆STARS!,Mori no Hikari no Pirouette,Spring 2016,18846,21648,xecqrh.mp3,0ayzx0.webm,,89.28
18088,TV,Aikatsu Stars!,Opening 3,Sena・Rie・Miki・Kana from AIKATSU☆STARS!,Star Jet!,Spring 2016,18842,21648,6vfxc2.mp3,0g5eup.webm,,89.136
18088,TV,Aikatsu Stars!,Opening 4,Sena・Rie・Miki・Kana from AIKATSU☆STARS!,STARDOM!,Spring 2016,18843,21648,ewf8ma.mp3,8y6tw4.webm,,88.92
18088,TV,Aikatsu Stars!,Opening 2,Sena・Rie・Miki・Kana from AIKATSU☆STARS!,"1,2,Sing for You!",Spring 2016,15822,21648,r5uwzw.mp3,9xojfc.webm,,89.448
18088,TV,Aikatsu Stars!,Opening 5,Sena・Rie・Miki・Kana from AIKATSU☆STARS!,MUSIC of DREAM!!!,Spring 2016,18844,21648,moix30.mp3,a4ll8y.webm,,89.376
18088,TV,Aikatsu Stars!,Ending 1,Ruka・Nanase・Kana・Miho from AIKATSU☆STARS!,episode Solo,Spring 2016,15823,21648,02kcrb.mp3,kodqcb.webm,,89.208
18088,TV,Aikatsu Stars!,Opening 1,Sena・Rie from AIKATSU☆STARS!,Start Line!,Spring 2016,15821,21648,7hz0dr.mp3,l5mmg5.webm,,89.16
18088,TV,Aikatsu Stars!,Ending 5,Ruka・Sena from AIKATSU☆STARS!,Start Line!,Spring 2016,20585,21648,kd3g41.mp3,pzf5q9.webm,,80.952
18088,TV,Aikatsu Stars!,Ending 2,Ruka・Sena from AIKATSU☆STARS!,So Beautiful Story,Spring 2016,15824,21648,lqia98.mp3,q1n9m1.webm,,89.376
18088,TV,Aikatsu Stars!,Ending 3,Risa/Miho from AIKATSU☆STARS!,Bon Bon Voyage!,Spring 2016,18845,21648,uvz3f0.mp3,z86v7i.webm,,89.28
18547,Movie,Aikatsu Stars!,Ending 1,Sena・Rie from AIKATSU☆STARS!,Start Line!,Summer 2016,19680,21697,kbprcx.mp3,3xjp42.webm,,183.432
14566,TV,Aikatsu!,Ending 2,Waka・Fuuri・Sunao・Remi・Moe・Eri・Yuna・Risuko from STAR☆ANIS,Hirari/Hitori/Kirari,Fall 2012,12615,15061,arhltq.mp3,4esl70.webm,,90.552
14566,TV,Aikatsu!,Ending 1,Waka・Fuuri・Sunao from STAR☆ANIS,Calendar Girl,Fall 2012,12614,15061,mieeld.mp3,8vnfjs.webm,,89.592
14566,TV,Aikatsu!,Opening 1,Waka・Fuuri・Sunao・Risuko from STAR☆ANIS,Signalize!,Fall 2012,12612,15061,qoisi4.mp3,b6neju.webm,,92.712
14566,TV,Aikatsu!,Ending 3,Rey,Alice Blue no Kiss,Fall 2012,12616,15061,4g6h9x.mp3,ot8xxi.webm,,84.984
14566,TV,Aikatsu!,Opening 2,Waka・Fuuri・Sunao from STAR☆ANIS,Diamond Happy,Fall 2012,12613,15061,41w5fn.mp3,s7y3t6.webm,,89.712
15597,TV,Aikatsu!,Ending 1,Waka・Fuuri・Sunao・Remi・Moe・Eri・Yuna・Risuko from STAR☆ANIS,Original Star☆彡,Fall 2013,13559,20181,ujfl5y.mp3,64enm2.webm,,90.624
15597,TV,Aikatsu!,Ending 2,Risuko・Waka・Fuuri・Mona from STAR☆ANIS,Precious,Fall 2013,13560,20181,5ilqe6.mp3,gbluop.webm,,88.992
15597,TV,Aikatsu!,Opening 1,Waka・Fuuri・Sunao from STAR☆ANIS,KIRA☆Power,Fall 2013,13557,20181,wlf6jz.mp3,gig27o.webm,,90.288
15597,TV,Aikatsu!,Opening 2,Waka・Fuuri・Yuna from STAR☆ANIS,SHINING LINE*,Fall 2013,13558,20181,17onnu.mp3,v6361k.webm,,89.544
16165,TV,Aikatsu!,Ending 2,Waka・Fuuri・Sunao from STAR☆ANIS,Calendar Girl,Fall 2014,28166,20794,mieeld.mp3,8vnfjs.webm,,89.592
16165,TV,Aikatsu!,Opening 1,Ruka・Mona・Miki from AIKATSU☆STARS! & Waka from STAR☆ANIS,Du-Du-Wa DO IT!!,Fall 2014,14391,20794,841tvj.mp3,ce6wwb.webm,,90.408
16165,TV,Aikatsu!,Opening 2,Ruka・Mona・Miki from AIKATSU☆STARS!,Lovely Party Collection,Fall 2014,14392,20794,ti7pok.mp3,m0nv66.webm,,89.16
16165,TV,Aikatsu!,Ending 1,Ruka・Mona・Miki from AIKATSU☆STARS!,Good morning my dream,Fall 2014,14393,20794,zunxzj.mp3,r7hzfc.webm,,92.592
