annId,animeType,animeJPName,songType,songArtist,songName,animeVintage,annSongId,anilistId,audio,HQ,MQ,songLength
4240,TV,Bleach,Opening 15,SCANDAL,HARUKAZE,Fall 2004,6421,269,4q5hxf.mp3,,nmzh3g.webm,88.896
4240,TV,Bleach,Ending 29,Aimer,Re:pray,Fall 2004,6450,269,a2moa6.mp3,,j3dyfq.webm,88.92
4240,TV,Bleach,Opening 14,ViViD,BLUE,Fall 2004,6420,269,am7slq.mp3,,7joask.webm,88.992
4240,TV,Bleach,Opening 12,miwa,chAngE,Fall 2004,6418,269,h62ehx.mp3,,3w53pz.webm,89.064
4240,TV,Bleach,Ending 18,Shion Tsuji,Sky chord ~Otona ni Naru Kimi e~,Fall 2004,6439,269,ykjnuz.mp3,,jjqkse.webm,89.083
4240,TV,Bleach,Ending 17,Stereopony,Hitohira no Hanabira,Fall 2004,6438,269,yoeejf.mp3,,nsggho.webm,89.109
4240,TV,Bleach,Ending 27,fumika,Aoi Tori,Fall 2004,6448,269,scnwjp.mp3,,7i0ff5.webm,89.369
4240,TV,Bleach,Opening 8,KELUN,CHU-BURA,Fall 2004,6414,269,8qf59k.mp3,,scyui1.webm,89.678
4240,TV,Bleach,Ending 20,Kenichi Asai,Mad Surfer,Fall 2004,6441,269,ovhrox.mp3,,rncepv.webm,90.024
4240,TV,Bleach,Ending 19,Sambomaster,"Kimi o Mamotte, Kimi o Aishite",Fall 2004,6440,269,mn5rdo.mp3,,86ff22.webm,90.096
4240,TV,Bleach,Ending 30,Aqua Timez,MASK,Fall 2004,6451,269,rr1tcm.mp3,,7p1y8f.webm,91.254
25066,TV,Bleach: Sennen Kessen-hen,Opening 1,Tatsuya Kitani,Scar,Fall 2022,38051,116674,o4g1ce.mp3,7eqx2y.webm,,89.952
25066,TV,Bleach: Sennen Kessen-hen,Ending 2,SennaRin,Saihate,Fall 2022,38050,116674,c8hj73.mp3,7iufmr.webm,,89.592
25066,TV,Bleach: Sennen Kessen-hen,Ending 3,Shiro SAGISU featuring Hazel Fernandes,Number One - Bankai,Fall 2022,38749,116674,ghys25.mp3,gjyjxh.webm,,189.48
25066,TV,Bleach: Sennen Kessen-hen,Ending 1,Tatsuya Kitani,Rapport,Fall 2022,37784,116674,l8we52.mp3,wl9smt.webm,,214.992
30131,TV,Bleach: Sennen Kessen-hen,Ending 1,suisoh,MONOCHROME,Fall 2024,43936,169755,a3z3gn.mp3,rd3t7k.webm,,87.844
30131,TV,Bleach: Sennen Kessen-hen,Opening 1,SIX LOUNGE,Kotoba ni Sezutomo,Fall 2024,43935,169755,jxmtff.mp3,x9ykqq.webm,,89.521
26771,TV,Bleach: Sennen Kessen-hen,Opening 1,w.o.d.,STARS,Summer 2023,40253,159322,tl5vvx.mp3,5z7xv8.webm,,88.248
26771,TV,Bleach: Sennen Kessen-hen,Ending 2,Shiro SAGISU feat. Ian Michael G. Pitter,Slip Away (Never Meant To Belong),Summer 2023,41048,159322,b7kqxh.mp3,dm5ixq.webm,,66.552
26771,TV,Bleach: Sennen Kessen-hen,Ending 1,Yoh Kamiyama,Endroll,Summer 2023,40583,159322,7qxrgp.mp3,whkdsk.webm,,87.96
19669,TV,Blend-S,Opening 1,Blend・A,Bon Appétit♡S,Fall 2017,16663,97994,8s9p68.mp3,4ybgf6.webm,jzzwmm.webm,89.544
19669,TV,Blend-S,Ending 1,Blend・A,Detarame na Minus to Plus ni Okeru Blend-kou,Fall 2017,17591,97994,nicg6n.mp3,eu7gkb.webm,p1a5fg.webm,90.024
19669,TV,Blend-S,Ending 2,"Anzu Haruno, Akari Kitou, Tomoaki Maeno, Tatsuhisa Suzuki, Atsumi Tanezaki, Sora Tokui, Azumi Waki",Bon Appétit♡S -All Staff ver.-,Fall 2017,17839,97994,0wexpm.mp3,hd68im.webm,rdf44x.webm,88.752
15136,TV,Blood Lad,Ending 1,Yuuka Nanri,BLOODY HOLIC,Summer 2013,13150,11633,rfm6sp.mp3,86uxck.webm,y8kdje.webm,88.368
15136,TV,Blood Lad,Opening 1,May'n,ViViD,Summer 2013,13149,11633,ksetim.mp3,dcwxz4.webm,17oxei.webm,88.608
12857,TV,Blood-C,Opening 1,DUSTZ,spiral,Summer 2011,11665,10490,yenix8.mp3,bgm307.webm,mc8tc5.webm,90.264
12857,TV,Blood-C,Ending 1,Nana Mizuki,Junketsu Paradox,Summer 2011,11666,10490,qtzta9.mp3,wjupav.webm,8xphfu.webm,90.048
5088,TV,Blood+,Opening 2,HYDE,SEASON'S CALL,Fall 2005,7030,150,628qxg.mp3,0qtjo8.webm,,92.186
5088,TV,Blood+,Ending 3,Angela Aki,This Love,Fall 2005,7035,150,xirz7x.mp3,3945v5.webm,,90.84
5088,TV,Blood+,Ending 2,Mika Nakashima,CRY NO MORE,Fall 2005,7034,150,76hd39.mp3,agfg3i.webm,,93.912
5088,TV,Blood+,Ending 1,Chitose Hajime,Kataritsugu Koto,Fall 2005,7033,150,avklco.mp3,gkonas.webm,,89.136
5088,TV,Blood+,Opening 1,Hitomi Takahashi,Aozora no Namida,Fall 2005,7029,150,f1x1u1.mp3,ldmvva.webm,,93.649
5088,TV,Blood+,Opening 3,UVERworld,Colors of the Heart,Fall 2005,7031,150,cnb921.mp3,stv0c1.webm,,87.954
5088,TV,Blood+,Ending 4,K,Brand New Map,Fall 2005,7036,150,cbzf9x.mp3,y8arl0.webm,,88.44
5088,TV,Blood+,Opening 4,Jinn,Raion,Fall 2005,7032,150,drqg2x.mp3,zmfnxx.webm,,93.048
18719,TV,Bloodivores,Opening 2,Mili,Yu Wo Gongming -NENTEN-,Fall 2016,18007,97591,oexhs9.mp3,b20o5r.webm,,85.32
18719,TV,Bloodivores,Ending 1,siraph,quiet squall,Fall 2016,16241,97591,l1ryyg.mp3,dr14el.webm,,88.368
18719,TV,Bloodivores,Opening 1,Mili,Atae ga Kyoumei -NENTEN-,Fall 2016,16240,97591,u90bdc.mp3,t7d761.webm,,85.296
26994,TV,Blue Archive The Animation,Opening 1,Abydos Koutougakkou Taisaku Iinkai,Seishun no Archive,Spring 2024,42832,160589,kjp47j.mp3,ljl9mn.webm,,88.477
26994,TV,Blue Archive The Animation,Ending 1,Abydos Koutougakkou Taisaku Iinkai,Mahiru no Sora no Tsuki,Spring 2024,42833,160589,9e6boc.mp3,vmsotm.webm,,87.893
26311,ONA,Blue Archive: 1.5 Shuunen Kinen Short Animation,Ending 1,Abydos Koutougakkou Taisaku Iinkai,Kagayaki Summer Days,Summer 2022,37713,152636,t0r1hz.mp3,ctjefm.webm,,109.752
24623,TV,Blue Lock,Ending 1,Shugo Nakamura,WINNER,Fall 2022,38072,137822,43rg7j.mp3,7qbtr8.webm,,89.448
24623,TV,Blue Lock,Ending 2,UNISON SQUARE GARDEN,Numbness like a ginger,Fall 2022,39016,137822,piebpz.mp3,nv39fa.webm,,89.832
24623,TV,Blue Lock,Opening 2,ASH DA HERO,Judgement,Fall 2022,38959,137822,ve0yqi.mp3,u0woxx.webm,,89.28
24623,TV,Blue Lock,Opening 1,UNISON SQUARE GARDEN,Chaos ga Kiwamaru,Fall 2022,38044,137822,chwncu.mp3,wtmj3l.webm,,89.712
27626,TV,Blue Lock vs. U-20 Japan,Ending 1,Snow Man,One,Fall 2024,43945,163146,qlx1m2.mp3,hydp8e.webm,,88.019
27626,TV,Blue Lock vs. U-20 Japan,Opening 1,UNISON SQUARE GARDEN,Boujaku no Charisma,Fall 2024,43944,163146,vbala7.mp3,k6b85b.webm,,89.937
27628,Movie,Blue Lock: Episode Nagi,Ending 1,Nissy × SKY-HI,Stormy,Spring 2024,43673,163147,o9gm7a.mp3,bobn2n.webm,,204.128
23936,TV,Blue Period,Opening 1,Omoinotake,EVERBLUE,Summer 2021,34862,128705,coaj7u.mp3,v5xwd8.webm,,88.968
23936,TV,Blue Period,Ending 1,mol-74,Replica,Summer 2021,34863,128705,k2wsbl.mp3,vyukd8.webm,,88.872
24041,TV,Blue Reflection Ray,Opening 1,EXiNA,DiViNE,Spring 2021,32853,129814,ngggw2.mp3,5k5eie.webm,,87.552
24041,TV,Blue Reflection Ray,Ending 1,ACCAMER,Saishin,Spring 2021,33465,129814,iabw47.mp3,5m0mi9.webm,,88.536
24041,TV,Blue Reflection Ray,Ending 2,ACCAMER,fluoresce,Spring 2021,34304,129814,66vj5m.mp3,bjkv0f.webm,,89.952
24041,TV,Blue Reflection Ray,Opening 2,Eir Aoi,Atok,Spring 2021,34303,129814,liy4al.mp3,zb8zpw.webm,,88.368
24663,Movie,Blue Thermal,Ending 1,SHE'S,Blue Thermal,Winter 2022,37097,138379,hqzqqc.mp3,oi84l1.webm,,246.144
22924,TV,BNA,Opening 1,Sumire Morohoshi,Ready to,Spring 2020,28672,110354,2b1cok.mp3,2tj4id.webm,,60
22924,TV,BNA,Ending 1,AAAMYYY,NIGHT RUNNING,Spring 2020,28674,110354,v05sz1.mp3,6jqtwn.webm,,59.136
3085,TV,Bobobo-bo Bo-bobo,Opening 1,JINDOU,WILD CHALLENGER,Fall 2003,5613,1050,eizeki.mp3,,f18l9b.webm,60.144
24062,TV,Bocchi the Rock!,Ending 3,Kessoku Band,Nani ga Warui,Fall 2022,38411,130003,lxvjha.mp3,781hw6.webm,,89.664
24062,TV,Bocchi the Rock!,Ending 4,Kessoku Band,"Korogaru Iwa, Kimi ni Asa ga Furu",Fall 2022,38713,130003,e73pqj.mp3,e97hs2.webm,,209.664
24062,TV,Bocchi the Rock!,Opening 1,Kessoku Band,Seishun Complex,Fall 2022,37979,130003,emy158.mp3,frqozi.webm,,89.712
24062,TV,Bocchi the Rock!,Ending 2,Kessoku Band,Karakara,Fall 2022,38124,130003,jj2ihg.mp3,s11etb.webm,,89.04
24062,TV,Bocchi the Rock!,Ending 1,Kessoku Band,Distortion!!,Fall 2022,37978,130003,8j5lok.mp3,zka54p.webm,,89.88
17217,TV,Boku dake ga Inai Machi,Ending 1,Sayuri,Sore wa Chiisana Hikari no You na,Winter 2016,15303,21234,s517na.mp3,8mw5en.webm,d4iqsq.webm,90.044
17217,TV,Boku dake ga Inai Machi,Opening 1,ASIAN KUNG-FU GENERATION,Re:Re:,Winter 2016,15302,21234,zoq0ul.mp3,gury3c.webm,8fpvtk.webm,88.968
24734,Movie,Boku ga Aishita Subete no Kimi e,Ending 1,Keina Suda,Kumo o Kou,Fall 2022,39261,139310,70ad55.mp3,lgcoml.webm,,210.336
22265,TV,Boku no Hero Academia,Ending 2,Ryokuoushoku Shakai,Shout Baby,Fall 2019,27884,104276,b6h1fj.mp3,8qcer1.webm,,89.544
22265,TV,Boku no Hero Academia,Opening 1,BLUE ENCOUNT,Polaris,Fall 2019,25950,104276,xcp2q4.mp3,ie4vzd.webm,,89.544
22265,TV,Boku no Hero Academia,Ending 1,Sayuri,Koukai no Uta,Fall 2019,25951,104276,afra67.mp3,nq0gyh.webm,,89.04
22265,TV,Boku no Hero Academia,Opening 2,KANA-BOON,Star Marker,Fall 2019,27883,104276,tnh9j8.mp3,y1c2bh.webm,,89.04
24773,TV,Boku no Hero Academia,Opening 1,SUPER BEAVER,Hitamuki,Fall 2022,37546,139630,no7nhr.mp3,3vgjj3.webm,,89.136
24773,TV,Boku no Hero Academia,Ending 1,Kiro Akiyama,SKETCH,Fall 2022,37547,139630,zjaiw1.mp3,potzli.webm,,88.632
24773,TV,Boku no Hero Academia,Opening 2,Eve,Bokura no,Fall 2022,38879,139630,33og0n.mp3,v0lw02.webm,,89.616
24773,TV,Boku no Hero Academia,Ending 2,SIX LOUNGE,Kitakaze,Fall 2022,38880,139630,f40wug.mp3,zzoexh.webm,,87.96
17786,TV,Boku no Hero Academia,Ending 1,Brian the Sun,HEROES,Spring 2016,15592,21459,szti5q.mp3,54efex.webm,grgjog.webm,89.544
17786,TV,Boku no Hero Academia,Opening 1,Porno Graffitti,THE DAY,Spring 2016,15591,21459,jzrvwn.mp3,qropjh.webm,uk7rgl.webm,89.544
18485,TV,Boku no Hero Academia,Ending 1,Little Glee Monster,"Dakara, Hitori ja Nai",Spring 2017,16086,21856,gmk572.mp3,1b6hsn.webm,h8i1xu.webm,88.776
18485,TV,Boku no Hero Academia,Opening 2,amazarashi,Sora ni Utaeba,Spring 2017,16085,21856,u09jit.mp3,k0myox.webm,wk1c8f.webm,87.977
18485,TV,Boku no Hero Academia,Ending 2,LiSA,Datte Atashi no Hero.,Spring 2017,16087,21856,xw95dj.mp3,pcvhkl.webm,,88.536
18485,TV,Boku no Hero Academia,Opening 1,Kenshi Yonezu,Peace Sign,Spring 2017,16084,21856,c04fsl.mp3,s56bid.webm,wbf8m3.webm,89.016
20356,TV,Boku no Hero Academia,Opening 1,UVERworld,ODD FUTURE,Spring 2018,19136,100166,0qallz.mp3,6l3a19.webm,h7qwfa.webm,89.544
20356,TV,Boku no Hero Academia,Ending 2,Masaki Suda,Long Hope Philia (TV Limited),Spring 2018,21116,100166,fragnj.mp3,6mmelc.webm,r7srdy.webm,89.544
20356,TV,Boku no Hero Academia,Opening 2,Lenny code fiction,Make my story,Spring 2018,21115,100166,k6v6rr.mp3,8akl3n.webm,798jrc.webm,89.544
20356,TV,Boku no Hero Academia,Ending 1,miwa,Update,Spring 2018,19165,100166,kmr4lb.mp3,ockp7a.webm,nmu43r.webm,89.544
27621,TV,Boku no Hero Academia,Opening 1,TK from Ling Tosite Sigure,Ta ga Tame,Spring 2024,42650,163139,w6sma0.mp3,51upgw.webm,,88.352
27621,TV,Boku no Hero Academia,Opening 2,Yuuri,Curtain Call,Spring 2024,43381,163139,rjacsu.mp3,6kf5zk.webm,,89.519
27621,TV,Boku no Hero Academia,Ending 2,ZARAME,Rokutousei,Spring 2024,43382,163139,tumtet.mp3,ewglme.webm,,89.027
27621,TV,Boku no Hero Academia,Ending 1,Omoinotake,Tsubomi,Spring 2024,42924,163139,ufdvaa.mp3,zmp3jx.webm,,88.977
23862,TV,Boku no Hero Academia,Opening 1,DISH//,No.1,Winter 2021,32889,117193,7zdkco.mp3,5p21u8.webm,,89.448
23862,TV,Boku no Hero Academia,Ending 2,Soushi Sakiyama,Uso ja Nai,Winter 2021,34180,117193,zaj9cw.mp3,6e08ui.webm,,88.704
23862,TV,Boku no Hero Academia,Ending 1,the peggies,Ashiato,Winter 2021,32890,117193,nra5hr.mp3,fic1gy.webm,,89.424
23862,TV,Boku no Hero Academia,Opening 2,MAN WITH A MISSION,Merry-Go-Round,Winter 2021,34179,117193,or6nlt.mp3,tj4tmy.webm,,88.08
24199,Movie,Boku no Hero Academia The Movie: World Heroes' Mission,Ending 1,ASIAN KUNG-FU GENERATION,Empathy,Summer 2021,36019,126659,48dyfv.mp3,wa7cup.webm,,269.184
14906,TV,"Boku no Imouto wa ""Osaka Okan""",Ending 12,Kana Asumi,LA LA LA OINARI SONG,Fall 2012,12864,16405,z1cqfq.mp3,yt4pcz.webm,,25.536
19919,TV,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,Ending 1,pua:re,Koi no Himitsu,Fall 2017,16716,98951,abef0e.mp3,p1uoje.webm,,88.248
19919,TV,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,Opening 1,Aoi Yuuki,Eien Labyrinth,Fall 2017,16715,98951,mgukzw.mp3,sxi2wf.webm,,88.032
26168,TV,Boku no Kokoro no Yabai Yatsu,Opening 1,Yorushika,Shayou,Spring 2023,39482,153152,gkqnz1.mp3,4sb978.webm,ewu12p.webm,89.544
26168,TV,Boku no Kokoro no Yabai Yatsu,Ending 1,Kohana Lam,Suu Sentimental,Spring 2023,39483,153152,j9rl4c.mp3,z7hgxh.webm,qdbq1h.webm,88.032
28648,TV,Boku no Kokoro no Yabai Yatsu,Ending 2,Yorushika,Shayou,Winter 2024,42687,166216,5wfk4j.mp3,4um6um.webm,,89.305
28648,TV,Boku no Kokoro no Yabai Yatsu,Opening 1,Atarayo,Boku wa...,Winter 2024,42108,166216,ln7q5x.mp3,nzt5qc.webm,,88.56
28648,TV,Boku no Kokoro no Yabai Yatsu,Ending 1,Kohana Lam,Koishiteru Jibun Sura Aiserunda,Winter 2024,42109,166216,6l7xcs.mp3,tv6z19.webm,,89.376
32285,TV,Boku no Tsuma wa Kanjou ga Nai,Opening 1,Tokino Sora,Okaerinasai,Summer 2024,43279,175450,7n7k3j.mp3,8clm3w.webm,,87.385
32285,TV,Boku no Tsuma wa Kanjou ga Nai,Ending 1,Miisha Shimizu,Wave,Summer 2024,43278,175450,lglwct.mp3,h2197f.webm,,88.261
12983,TV,Boku wa Tomodachi ga Sukunai,Opening 1,Tomodachi Tsukuri-tai,Zannenkei Rinjin-bu ★★☆,Fall 2011,11731,10719,4wzz6n.mp3,qwe01n.webm,sudygp.webm,89.64
12983,TV,Boku wa Tomodachi ga Sukunai,Ending 1,Marina Inoue,Watashi no Ki・Mo・Chi,Fall 2011,11732,10719,3syrmw.mp3,vejyri.webm,5mxtm5.webm,89.304
13249,OVA,Boku wa Tomodachi ga Sukunai,Ending 1,Marina Inoue & Kanae Itou,Egao no Dessin,Summer 2011,11836,10897,d4s6ry.mp3,phgegx.webm,,80.544
14827,TV,Boku wa Tomodachi ga Sukunai Next,Opening 1,Rinjin-bu,Be My Friend,Winter 2013,12723,14967,si7vim.mp3,dbruze.webm,nu071k.webm,89.88
14827,TV,Boku wa Tomodachi ga Sukunai Next,Ending 1,Rinjin-bu,Bokura no Tsubasa,Winter 2013,12724,14967,jmdg75.mp3,djmcip.webm,g2s4o2.webm,89.448
24090,TV,Boku-tachi no Remake,Ending 1,Argonavis,Kanousei,Summer 2021,34032,114065,rezq4j.mp3,6674qp.webm,,89.256
24090,TV,Boku-tachi no Remake,Opening 1,Poppin'Party,Koko kara Saki wa Uta ni Naranai,Summer 2021,34031,114065,78e0ub.mp3,zn0mk3.webm,,88.824
21294,TV,Boku-tachi wa Benkyou ga Dekinai,Ending 1,Study,Never Give It Up!!,Spring 2019,24061,103900,0vwlt1.mp3,hse3xm.webm,,88.632
21294,TV,Boku-tachi wa Benkyou ga Dekinai,Opening 1,Study,Seishun Seminar,Spring 2019,24060,103900,leikxm.mp3,unnbsc.webm,,88.248
22278,TV,Boku-tachi wa Benkyou ga Dekinai!,Opening 1,Study,"Can now, Can now",Fall 2019,26511,110229,sm0051.mp3,41gd83.webm,,89.04
22278,TV,Boku-tachi wa Benkyou ga Dekinai!,Ending 1,halca,Houkago no Liberty,Fall 2019,26255,110229,jqi725.mp3,d60fip.webm,,89.376
22278,TV,Boku-tachi wa Benkyou ga Dekinai!,Ending 2,Study,Kankei≧Houteishiki,Fall 2019,27453,110229,jn844u.mp3,qkglug.webm,,112.08
28978,TV,Bokura no Ameiro Protocol,Opening 2,SennaRin,S9aiR,Fall 2023,41147,166896,naq7gh.mp3,7e8jyr.webm,,90.048
28978,TV,Bokura no Ameiro Protocol,Opening 1,Oliver Good,XAXXERION,Fall 2023,41914,166896,8gocpl.mp3,cl7u7p.webm,,83.736
28978,TV,Bokura no Ameiro Protocol,Ending 1,somei,Another Complex,Fall 2023,41148,166896,va883c.mp3,pblhxh.webm,,89.448
15734,TV,Bokura wa Minna Kawai-sou,Ending 1,"Kana Hanazawa, Rina Satou, Hisako Kanemoto",My Sweet Shelter,Spring 2014,13704,20529,lb2psw.mp3,3hse32.webm,,88.872
15734,TV,Bokura wa Minna Kawai-sou,Opening 1,fhána,"Itsuka no, Ikutsuka no Kimi to no Sekai",Spring 2014,13703,20529,jppedj.mp3,azla00.webm,,90.096
7213,TV,Bokurano,Opening 1,Chiaki Ishikawa,Uninstall,Spring 2007,8408,1690,g7p9nf.mp3,,6tvx3r.webm,88.344
7213,TV,Bokurano,Ending 1,Chiaki Ishikawa,Little Bird,Spring 2007,8409,1690,zx4gew.mp3,,lozqta.webm,88.416
7213,TV,Bokurano,Ending 2,Chiaki Ishikawa,Vermillion,Spring 2007,8410,1690,p6x6g7.mp3,,1zgubc.webm,90.227
5094,OVA,Bokusatsu Tenshi Dokuro-chan,Ending 1,Saeko Chiba,SURVIVE,Winter 2005,7042,357,7yo2pm.mp3,,1vvoth.webm,87.51
5094,OVA,Bokusatsu Tenshi Dokuro-chan,Opening 1,Saeko Chiba,Bokusatsu Tenshi Dokuro-chan,Winter 2005,7041,357,fuy28e.mp3,,9rjm94.webm,89.688
16245,TV,Bonjour♪Koiaji Pâtisserie,Opening 1,Les*Fleurirs,Bonjour♪Magic,Fall 2014,14504,20813,959z9v.mp3,8oloz0.webm,,29.496
16245,TV,Bonjour♪Koiaji Pâtisserie,Ending 1,Kaito Ishikawa & Tetsuya Kakihara,Yasashisa o Tsutsumikonde,Fall 2014,14505,20813,eag0s3.mp3,ho7bpl.webm,,28.032
21201,TV,Boogiepop wa Warawanai,Ending 2,Riko Azuna,Sayonara,Winter 2019,23568,101283,075mnf.mp3,iplupo.webm,202xnx.webm,88.944
21201,TV,Boogiepop wa Warawanai,Ending 3,Kensuke Ushio & Hajime Hyakkoku,"See You, HeartBreakers",Winter 2019,24316,101283,b9e07m.mp3,jkfhyu.webm,hm59nx.webm,90.048
21201,TV,Boogiepop wa Warawanai,Ending 1,Riko Azuna,Whiteout,Winter 2019,22825,101283,1ofdrj.mp3,uqhe9f.webm,b7cy5i.webm,89.04
21201,TV,Boogiepop wa Warawanai,Opening 1,MYTH & ROID,shadowgraph,Winter 2019,22824,101283,kg1lvb.mp3,vikz0t.webm,tum3p3.webm,89.04
18934,TV,Boruto: Naruto Next Generations,Opening 4,Brian the Sun,Lonely Go!,Spring 2017,22191,97938,eunau3.mp3,04rmlm.webm,,89.424
18934,TV,Boruto: Naruto Next Generations,Ending 7,hitorie,Polaris,Spring 2017,22192,97938,cq1bcr.mp3,0i3w6y.webm,,86.376
18934,TV,Boruto: Naruto Next Generations,Ending 3,MELOFLOAT,Boku wa Hashiri Tsuzukeru,Spring 2017,16382,97938,161a5v.mp3,0re9hw.webm,,87.912
18934,TV,Boruto: Naruto Next Generations,Ending 15,mol-74,Answers,Spring 2017,32198,97938,rzd4rj.mp3,270glj.webm,,87.851
18934,TV,Boruto: Naruto Next Generations,Ending 14,Ami Sakaguchi,Central,Spring 2017,31201,97938,e0dnoi.mp3,42ddb9.webm,,90.12
18934,TV,Boruto: Naruto Next Generations,Ending 18,JO1,Prologue,Spring 2017,35136,97938,1gn6ex.mp3,4o0an2.webm,,87.384
18934,TV,Boruto: Naruto Next Generations,Ending 8,ЯeaL,Tsuyogari LOSER,Spring 2017,23131,97938,4dtmsa.mp3,4zw9dj.webm,,87.576
18934,TV,Boruto: Naruto Next Generations,Opening 7,Sambomaster,Hajimatte Iku Takamatte Iku,Spring 2017,28935,97938,emagzo.mp3,5nearv.webm,,89.184
18934,TV,Boruto: Naruto Next Generations,Opening 3,Qyoto,It's all in the game,Spring 2017,19797,97938,buyrde.mp3,5t20eh.webm,,89.592
18934,TV,Boruto: Naruto Next Generations,Ending 16,halca,Kimi ga Ita Shirushi,Spring 2017,33320,97938,j5qr2l.mp3,68as17.webm,,89.424
18934,TV,Boruto: Naruto Next Generations,Ending 20,THIS IS JAPAN,Twilight Fuzz,Spring 2017,36374,97938,r4q53o.mp3,7tawa3.webm,,89.616
18934,TV,Boruto: Naruto Next Generations,Ending 21,Lenny code fiction,Bibouroku,Spring 2017,37002,97938,yd7gn7.mp3,8bhj6n.webm,,87.048
18934,TV,Boruto: Naruto Next Generations,Ending 11,LONGMAN,Wish on,Spring 2017,26520,97938,vsywla.mp3,901c1d.webm,,89.16
18934,TV,Boruto: Naruto Next Generations,Ending 5,Coalamode.,Kachou Fuugetsu,Spring 2017,19796,97938,4d1uox.mp3,ec4r93.webm,,88.894
18934,TV,Boruto: Naruto Next Generations,Ending 12,FlowBack,Fireworks,Spring 2017,27674,97938,37n6c4.mp3,jlbf8c.webm,,87.336
18934,TV,Boruto: Naruto Next Generations,Ending 2,Scenarioart,Sayonara Moon Town,Spring 2017,16381,97938,4c8x85.mp3,koj673.webm,,87.456
18934,TV,Boruto: Naruto Next Generations,Opening 6,miwa,Teenage Dream,Spring 2017,26519,97938,a62t6w.mp3,l1gi5p.webm,,88.2
18934,TV,Boruto: Naruto Next Generations,Ending 22,Anonymouz,Ladder,Spring 2017,37933,97938,c563p3.mp3,ldbm8e.webm,,89.16
18934,TV,Boruto: Naruto Next Generations,Ending 6,Bird Bear Hare and Fish,Laika,Spring 2017,21005,97938,ikeuse.mp3,mdtim0.webm,,88.8
18934,TV,Boruto: Naruto Next Generations,Ending 17,PELICAN FANCLUB,Who are you?,Spring 2017,34256,97938,2x7scs.mp3,ms1ntl.webm,,88.824
18934,TV,Boruto: Naruto Next Generations,Ending 4,Game Jikkyousha Wakuwaku Band,Denshin Tamashii,Spring 2017,18098,97938,e7hmoj.mp3,ncf274.webm,,88.992
18934,TV,Boruto: Naruto Next Generations,Opening 9,CHiCO with HoneyWorks,Gamushara,Spring 2017,34255,97938,wpzkr2.mp3,nk6rdp.webm,,88.32
18934,TV,Boruto: Naruto Next Generations,Ending 1,the peggies,Dreamy Journey,Spring 2017,16380,97938,hmyunk.mp3,oh7o45.webm,,87.84
18934,TV,Boruto: Naruto Next Generations,Ending 13,Seven Billion Dots,Maybe I,Spring 2017,28936,97938,ri4b3x.mp3,oprado.webm,,89.184
18934,TV,Boruto: Naruto Next Generations,Opening 10,FLOW,GOLD,Spring 2017,35756,97938,vf2xni.mp3,r3kwp5.webm,,88.008
18934,TV,Boruto: Naruto Next Generations,Ending 19,Anly,VOLTAGE,Spring 2017,35757,97938,pkzptl.mp3,slwpxw.webm,,88.008
18934,TV,Boruto: Naruto Next Generations,Ending 9,Sky Peace,Ride or Die,Spring 2017,24070,97938,cg1w0v.mp3,vns177.webm,,89.376
18934,TV,Boruto: Naruto Next Generations,Opening 12,ASIAN KUNG-FU GENERATION,Shukuen,Spring 2017,38891,97938,42fojl.mp3,y3enrt.webm,,87.696
18934,TV,Boruto: Naruto Next Generations,Opening 2,Little Glee Monster,OVER,Spring 2017,16379,97938,z3gaql.mp3,yder07.webm,,86.28
18934,TV,Boruto: Naruto Next Generations,Opening 5,Fujifabric,Golden Time,Spring 2017,24069,97938,a4ge87.mp3,yjtvj8.webm,,89.16
18934,TV,Boruto: Naruto Next Generations,Opening 8,Ikimono-gakari,BAKU,Spring 2017,32197,97938,zk53b0.mp3,ylx6jx.webm,,89.28
18934,TV,Boruto: Naruto Next Generations,Opening 11,KANA-BOON,Kirarirari,Spring 2017,37003,97938,q4x8fd.mp3,yqjhgp.webm,,88.824
18934,TV,Boruto: Naruto Next Generations,Ending 10,Haruka Fukuhara,Mikansei na Hikari-tachi,Spring 2017,25195,97938,3f1imk.mp3,yvwb44.webm,,87.216
18934,TV,Boruto: Naruto Next Generations,Opening 1,KANA-BOON,Baton Road,Spring 2017,16378,97938,6z3ild.mp3,zbbptu.webm,,89.208
18934,TV,Boruto: Naruto Next Generations,Ending 23,Humbreaders,Mata ne,Spring 2017,38892,97938,ioxlp7.mp3,zptefi.webm,,89.136
16924,Movie,Boruto: Naruto the Movie,Ending 1,KANA-BOON,Diver,Summer 2015,15179,21220,of2xnw.mp3,khwago.webm,qum2xk.webm,269.544
32460,TV,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou o Kiwamete Mita",Opening 1,saji,Wonderlust!!,Winter 2025,44394,176063,,xyn791.webm,,
32460,TV,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou o Kiwamete Mita",Ending 1,Miho Okasaki,JOY!!,Winter 2025,44395,176063,,yyo3ra.webm,,
4347,TV,Bouken Ou Beet,Opening 1,Sunbrain,emotion,Summer 2004,6486,8,co4yj1.mp3,,27scyo.webm,89.573
